odprecid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfast,breakfasttotal,amsnackdays,amsnack,amsnacktotal,lunchdays,lunch,lunchtotal,pmsnackdays,pmsnack,pmsnacktotal,supperdays,supper,suppertotal,totalsnacks,totalmealssnacks,secondbreakfast,secondamsnack,secondlunch,secondpmsnack,secondsupper
03949-0077,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0077,Bleakwood Community Center,,JEFFERSON,NEWTON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0077,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0077,Bleakwood Community Center,,JEFFERSON,NEWTON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0085,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0085,Biloxi CME Church,,JEFFERSON,NEWTON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0085,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0085,Biloxi CME Church,,JEFFERSON,NEWTON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0085,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0085,Biloxi CME Church,,JEFFERSON,NEWTON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0091,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0091,The Woodlands,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0091,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0091,The Woodlands,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0091,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0091,The Woodlands,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0093,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0093,12 Oaks Apartments,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0093,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0093,12 Oaks Apartments,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0093,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0093,12 Oaks Apartments,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0101,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0101,Beaumont Boys and Girls Club,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,15,674,797,0,0,0,15,680,925,0,0,0,0,0,0,0,1722,123,0,245,0,0
03949-0101,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0101,Beaumont Boys and Girls Club,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,14,445,537,0,0,0,14,476,592,0,0,0,0,0,0,0,1129,92,0,116,0,0
03949-0101,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0101,Beaumont Boys and Girls Club,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,2,60,65,0,0,0,2,57,60,0,0,0,0,0,0,0,125,5,0,3,0,0
03949-0109,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0109,Alice Keith Park,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,19,82,85,0,0,0,19,231,244,0,0,0,0,0,0,0,329,3,0,13,0,0
03949-0109,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0109,Alice Keith Park,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,15,137,142,0,0,0,15,195,213,0,0,0,0,0,0,0,355,5,0,18,0,0
03949-0109,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0109,Alice Keith Park,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0111,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0111,Magnolia Park,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,20,1259,1260,0,0,0,20,1193,1197,0,0,0,0,0,0,0,2457,1,0,4,0,0
03949-0111,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0111,Magnolia Park,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,18,1000,1000,0,0,0,18,960,960,0,0,0,0,0,0,0,1960,0,0,0,0,0
03949-0115,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0115,Roberts Park,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0115,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0115,Roberts Park,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0115,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0115,Roberts Park,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0117,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0117,701W7,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0117,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0117,701W7,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0117,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0117,701W7,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0121,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0121,Orange Navy,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,5,63,63,0,0,0,0,0,0,0,63,0,0,0,0,0
03949-0121,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0121,Orange Navy,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,15,192,195,0,0,0,0,0,0,0,195,0,0,3,0,0
03949-0121,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0121,Orange Navy,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,4,10,10,0,0,0,4,61,61,0,0,0,0,0,0,0,71,0,0,0,0,0
03949-0122,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0122,Cypresswood Crossing,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,2,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0
03949-0122,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0122,Cypresswood Crossing,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,17,134,134,0,0,0,0,0,0,0,134,0,0,0,0,0
03949-0122,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0122,Cypresswood Crossing,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,4,40,40,0,0,0,4,40,40,0,0,0,0,0,0,0,80,0,0,0,0,0
03949-0125,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0125,Velma Jeter Apartments,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0125,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0125,Velma Jeter Apartments,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0125,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0125,Velma Jeter Apartments,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0126,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0126,PA - Autumn Chase,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0126,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0126,PA - Autumn Chase,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0126,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0126,PA - Autumn Chase,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0127,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0127,Oakleaf Estate,,JEFFERSON,HARDIN,2023-06-01T00:00:00.000,3,72,72,0,0,0,3,72,72,0,0,0,0,0,0,0,144,0,0,0,0,0
03949-0127,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0127,Oakleaf Estate,,JEFFERSON,HARDIN,2023-07-01T00:00:00.000,16,264,264,0,0,0,16,282,282,0,0,0,0,0,0,0,546,0,0,0,0,0
03949-0127,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0127,Oakleaf Estate,,JEFFERSON,HARDIN,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0128,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0128,Jasper-Few Primary School,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,20,1891,1891,0,0,0,20,1895,1895,0,0,0,0,0,0,0,3786,0,0,0,0,0
03949-0128,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0128,Jasper-Few Primary School,,JEFFERSON,JASPER,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0128,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0128,Jasper-Few Primary School,,JEFFERSON,JASPER,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0129,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0129,Jasper-Jasper Middle School,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0129,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0129,Jasper-Jasper Middle School,,JEFFERSON,JASPER,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0129,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0129,Jasper-Jasper Middle School,,JEFFERSON,JASPER,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0130,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0130,Jasper-Jasper High School,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,8,748,748,0,0,0,8,961,961,0,0,0,0,0,0,0,1709,0,0,0,0,0
03949-0130,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0130,Jasper-Jasper High School,,JEFFERSON,JASPER,2023-07-01T00:00:00.000,10,915,915,0,0,0,10,1085,1085,0,0,0,0,0,0,0,2000,0,0,0,0,0
03949-0130,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0130,Jasper-Jasper High School,,JEFFERSON,JASPER,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0131,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0131,Vidor-Auburn Square,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0131,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0131,Vidor-Auburn Square,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0131,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0131,Vidor-Auburn Square,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0140,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0140,Beaumont United High School,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0140,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0140,Beaumont United High School,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,8,100,107,0,0,0,8,96,105,0,0,0,0,0,0,0,212,7,0,9,0,0
03949-0140,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0140,Beaumont United High School,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0141,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0141,BMT - It Takes A Village,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,18,362,362,0,0,0,18,372,372,0,0,0,0,0,0,0,734,0,0,0,0,0
03949-0141,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0141,BMT - It Takes A Village,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,18,500,500,0,0,0,18,500,500,0,0,0,0,0,0,0,1000,0,0,0,0,0
03949-0141,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0141,BMT - It Takes A Village,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0142,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0142,Orange - Whispering Oak,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0142,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0142,Orange - Whispering Oak,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0142,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0142,Orange - Whispering Oak,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0143,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0143,Orange - Park Avenue Manor,,JEFFERSON,ORANGE,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0143,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0143,Orange - Park Avenue Manor,,JEFFERSON,ORANGE,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0143,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0143,Orange - Park Avenue Manor,,JEFFERSON,ORANGE,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0145,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0145,Bent Tree,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0145,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0145,Bent Tree,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0145,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0145,Bent Tree,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0215,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0215,Buna-Buna Elementary,,JEFFERSON,JASPER,2023-05-01T00:00:00.000,2,31,31,0,0,0,2,67,80,0,0,0,0,0,0,0,111,0,0,13,0,0
03949-0215,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0215,Buna-Buna Elementary,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,13,237,237,0,0,0,13,416,447,0,0,0,0,0,0,0,684,0,0,31,0,0
03949-0216,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0216,Buna-Buna Junior High,,JEFFERSON,JASPER,2023-05-01T00:00:00.000,2,18,18,0,0,0,2,24,24,0,0,0,0,0,0,0,42,0,0,0,0,0
03949-0216,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0216,Buna-Buna Junior High,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0217,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0217,Buna-Buna High School,,JEFFERSON,JASPER,2023-06-01T00:00:00.000,13,72,86,0,0,0,13,106,108,0,0,0,0,0,0,0,194,14,0,2,0,0
03949-0217,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0217,Buna-Buna High School,,JEFFERSON,JASPER,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0217,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0217,Buna-Buna High School,,JEFFERSON,JASPER,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0218,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0218,St. Luke Missionary Baptist Church,,JEFFERSON,JEFFERSON,2023-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0218,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0218,St. Luke Missionary Baptist Church,,JEFFERSON,JEFFERSON,2023-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0218,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0218,St. Luke Missionary Baptist Church,,JEFFERSON,JEFFERSON,2023-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949-0219,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,0219,Silsbee-Love Fellowship Outreach Ministries,,JEFFERSON,HARDIN,2023-06-01T00:00:00.000,20,649,649,0,0,0,20,643,643,0,0,0,0,0,0,0,1292,0,0,0,0,0
