dataset_id,title,description,created_at,updated_at,rows_updated_at,permalink,matched_query_terms,had_sample_fetch,sample_fetch_error,columns_present,has_mealservicetype,has_ruralorurbancode,has_sitetype,already_known_nc_source
rsn5-swpp,2019 SFSP & SSO Approved Sites,Count of sites approved to operate Summer Food Service Program (SFSP) or Seamless Summer Option (SSO) for 2019. May include sites that have cancelled participation after initial approval. Site count is based on Site Start Date.,2023-09-13T13:38:24.000Z,2023-09-13T13:50:41.000Z,,https://data.texas.gov/d/rsn5-swpp,"""Summer Sites""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
rtup-qcaz,Summer Meal Programs - Seamless Summer Option (SSO) – Meal Count Information – Program Period 2020,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This data set contains <b>claimed meals served by sites participating in the Seamless Summer Option for summer 2020 (SNP program year 2019-2020).</b> Summer meal programs operate mid-May through the end of August.<p> 

In March 2020, USDA began allowing flexibility in nutrition a",2020-06-12T18:38:50.000Z,2021-10-26T19:31:31.000Z,,https://data.texas.gov/d/rtup-qcaz,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
rw2u-mey4,Summer Meal Programs - Seamless Summer Option (SSO) – Meal Count Information – Program Period 2018,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Program (CACFP), and summer meal programs. TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving ",2018-12-07T19:45:48.000Z,2021-10-22T13:38:11.000Z,,https://data.texas.gov/d/rw2u-mey4,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites"", ""rural""",True,,"ceid, siteid, programyear, reporttype, ruralorurbancode",False,True,False,False
rx5i-vvh9,2021-2022 Monthly CACFP Adult Care Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2021-2022.</b> The CACFP program year begins October 1 and ends September 30. <p>

In March 2020, USDA began allowing flexib",2023-11-07T15:52:09.000Z,2023-11-07T15:52:26.000Z,,https://data.texas.gov/d/rx5i-vvh9,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
rxnh-zkpz,2015-2016 CACFP Centers Sponsor List,List of Contracting Entities (CEs) approved to sponsor a CACFP Center meal site at one time for program year 2015-2016.,2023-04-20T20:54:50.000Z,2025-04-25T15:14:03.000Z,,https://data.texas.gov/d/rxnh-zkpz,"""Meal Service Type""",True,,"ceid, programyear, reporttype",False,False,False,False
s22u-wd55,School Nutrition Program - Site Map - 2021-2022,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2021-2022 program year.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In March 2020, U",2022-05-20T17:05:31.000Z,2023-06-20T17:49:39.000Z,,https://data.texas.gov/d/s22u-wd55,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
s3n7-6gsw,"TEFAP Contracts, PY19-PY25","<b>This dataset includes the latest raw contract data submitted by sponsors to TDA for participation in The Emergency Food Assistance Program (TEFAP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

Food Distribution Programs (FDP) reported on the Texas Open Data Portal include The Emergency Food Assistance Program (TEFAP), the Commodity Supplemental Food Program (CSFP), the Farmers Market Nutrition Program (FMNP), and Senior Farmers Market Nutrition Program (SFMNP). 

This dataset",2026-03-02T19:13:51.000Z,2026-03-10T13:36:40.000Z,,https://data.texas.gov/d/s3n7-6gsw,"""2024-2025"", ""Summer Meal Programs""",True,,"ceid, programyear, program",False,False,False,False
s6n5-gthq,"FMNP CE Application, PY19-PY25","<b>This dataset includes the latest raw application data submitted by sponsors to TDA for participation in the Farmers Market Nutrition Program (FMNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

Food Distribution Programs (FDP) reported on the Texas Open Data Portal include The Emergency Food Assistance Program (TEFAP), the Commodity Supplemental Food Program (CSFP), the Farmers Market Nutrition Program (FMNP), and Senior Farmers Market Nutrition Program (SFMNP). 

This datase",2026-02-18T14:39:58.000Z,2026-03-10T14:22:02.000Z,,https://data.texas.gov/d/s6n5-gthq,"""2024-2025"", ""Contact and Program Participation""",True,,"ceid, programyear",False,False,False,False
s6nw-kups,School Nutrition Program - Site Map - 2023-2024,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2023-2024 program year.</b>  Contracting Entities (CE) or sites they sponsor may cancel or terminate participation",2023-07-06T16:14:34.000Z,2025-01-02T20:56:12.000Z,,https://data.texas.gov/d/s6nw-kups,"""2023-2024"", ""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
s8c8-zp4d,School Nutrition Program - Site Map - 2019-2020,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2019-2020 program year.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In March 2020, U",2023-11-21T20:20:59.000Z,2023-11-21T20:21:07.000Z,,https://data.texas.gov/d/s8c8-zp4d,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
sba7-5crn,Summer Meal Programs – Summer Food Service Program (SFSP) – Meal Reimbursement – Program Period 2018,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-10T14:43:11.000Z,2023-06-05T13:29:45.000Z,,https://data.texas.gov/d/sba7-5crn,"""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, reporttype",False,False,False,False
shjz-5r49,Child and Adult Care Food Programs (CACFP) – Centers – Site-Level Contact and Program Participation – Program Year 2021-2022,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2021-2022 p",2021-10-22T14:37:54.000Z,2025-04-25T14:50:03.000Z,,https://data.texas.gov/d/shjz-5r49,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
shme-pbr8,School Nutrition Programs - Contact Information and Site-Level Program Participation - Program Year 2021-2022,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2021-2022 program year.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In March 2020, U",2021-09-27T19:22:33.000Z,2022-12-28T13:44:27.000Z,,https://data.texas.gov/d/shme-pbr8,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, operationstartdate, operationenddate",False,False,False,False
sjdu-n9ry,Summer Meal Programs - Seamless Summer Option (SSO) – Meal Count Information – Program Period 2017,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-07T19:37:17.000Z,2021-10-22T13:36:28.000Z,,https://data.texas.gov/d/sjdu-n9ry,"""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites"", ""rural""",True,,"ceid, siteid, programyear, reporttype, ruralorurbancode",False,True,False,False
skk3-4frt,Summer Meal Programs - Seamless Summer Option (SSO) - Contacts and Program Participation - Program Year 2021-2022,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
In March 2020, USDA began allowing flexibility in nutrition assistance program policies in order to support continued meal access should the coronavirus pandemic (COVID-19) impact meal service operation. Flexibilities were extended into the 2021-2022 program year and allowed Scho",2021-09-27T20:23:35.000Z,2025-09-27T13:46:06.000Z,,https://data.texas.gov/d/skk3-4frt,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, sitetype, mealtypesserved, breakfasttime, lunchtime",False,False,True,False
svtb-w6sj,2019 Total Summer Meals and Snacks Served,"Sum of breakfast, lunch, supper and snacks served by SFSP & SSO in program period 2019.",2023-09-08T20:21:48.000Z,2023-09-08T20:24:46.000Z,,https://data.texas.gov/d/svtb-w6sj,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
syx7-sam6,Summer Meal Programs - All Summer Sites - Contact and Program Participation Information - Program Period 2017,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b>
<p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate summer 2017.</b> Unless otherwise noted, summer meal programs operate mid-May  through August. 
<p>


An overview of <b>all summer meal program data available</",2023-05-19T15:43:36.000Z,2023-07-28T19:46:13.000Z,,https://data.texas.gov/d/syx7-sam6,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program, sitetype, mealtypesserved, operationstartdate, breakfasttime, lunchtime",False,False,True,False
szva-kptb,2017-2018 Monthly CACFP Child Center Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b>meal reimbursement for sites participating in CACFP as child centers for the program year 2017-2018. This includes Child Care Centers, At-Risk centers, Head Start sites, Outside School Hours sites, and Emergency",2023-09-08T16:23:30.000Z,2023-09-08T16:23:48.000Z,,https://data.texas.gov/d/szva-kptb,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
szyy-bf94,School Nutrition Programs – Meal Reimbursement Information – Program Year 2016-2017,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2018-12-05T21:57:16.000Z,2023-06-23T15:39:31.000Z,,https://data.texas.gov/d/szyy-bf94,"""Meal Service Type""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
t3jr-vyxe,2025 Approved SFSP & SSO Meal Sites,Count of sites approved to operate Summer Food Service Program (SFSP) or Seamless Summer Option (SSO) for 2025. May include sites that have cancelled participation after initial approval. Site count is based on Site Start Date.,2025-06-17T19:05:54.000Z,2025-06-17T19:15:44.000Z,,https://data.texas.gov/d/t3jr-vyxe,"""Summer Meal Programs"", ""Summer Sites""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
t5f9-g7rk,2021 Approved Summer Meal Program Sponsors,Contracting Entities (CEs) approved to sponsor SFSP or SSO participants for Program Year 2020. May include CEs terminated or cancelled after initial approval.,2024-05-03T15:39:37.000Z,2024-05-03T15:41:05.000Z,,https://data.texas.gov/d/t5f9-g7rk,"""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, reporttype, program, operationstartdate",False,False,False,False
t8ue-vnyr,2019-2020 School Meal Count - TDA F&N Dashboard,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset serves as source data for the Texas Department of Agriculture Food and Nutrition Meal Served Dashboard. Data is based on the School Nutrition Program (SNP) Meal Reimbursement, Seamless Summer Option (SSO) Meal Count, and Summer Food Service Program (SFSP) Meal Count data",2023-11-21T21:14:17.000Z,2023-11-21T21:32:49.000Z,,https://data.texas.gov/d/t8ue-vnyr,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
t9bs-zxkh,School Nutrition Programs - Meal Reimbursement Information - Program Year 2022-2023,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2022-2023.</b><p>

An overview of <b>all SNP data available</b> on the Texas Open Data Portal can be found at our <b><a hre",2022-10-12T14:06:02.000Z,2024-02-09T13:47:01.000Z,,https://data.texas.gov/d/t9bs-zxkh,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
t9ee-vvb9,"2020-2021 Monthly SNP, SSO, SFSP School Meals Served","<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset serves as source data for the Texas Department of Agriculture Food and Nutrition Meal Served Dashboard. Data is based on the School Nutrition Program (SNP) Meal Reimbursement and All Summer Sites (SFSP and SSO) Meal Count datasets currently published on the Texas Open Da",2023-11-21T16:09:57.000Z,2024-05-02T19:17:18.000Z,,https://data.texas.gov/d/t9ee-vvb9,"""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
t9zz-qabw,Summer Meal Programs - Site Map - Summer 2022,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b>
<p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate June 1, 2021 or later.</b> Changes in participant information can occur through August. Summer meal programs typically operate June through the end of August. 
",2022-05-20T16:11:28.000Z,2024-01-12T20:16:15.000Z,,https://data.texas.gov/d/t9zz-qabw,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
tayf-xfe5,2025-2026 Monthly SNP School Meals & Snacks Served,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2025-2026.</b><p>

An overview of <b>all SNP data available</b> on the Texas Open Data Portal can be found at our <b><a hre",2025-08-29T19:01:21.000Z,2026-05-17T13:48:44.000Z,,https://data.texas.gov/d/tayf-xfe5,"""2025-2026"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
tbnq-ytgh,Summer Meal Programs - Summer Food Service Program (SFSP) - Meal Count Information -  Oct 2020-Sep 2021,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains <b> claimed meals served by sites participating in the Summer Food Service Program (SFSP) between October 2020 and September 2021. </b> 

In March 2020, USDA began allowing flexibility in nutrition assistance program policies in order to support continued me",2021-10-04T17:23:34.000Z,2023-03-24T15:11:02.000Z,,https://data.texas.gov/d/tbnq-ytgh,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites"", ""rural""",True,,"ceid, siteid, programyear, reporttype, ruralorurbancode",False,True,False,False
tbs7-dnx4,School Nutrition Programs - Detailed Administrative Review with Findings- Program Year 2024 - 2025,"This dataset contains:
A list of School Food Authorities (SFAs) that had findings as a result of their most recent Administrative Review with TDA, including:
List of findings

Type of Findings

Corresponding administrative review question

This report can be found on SquareMeals Compliance for NSLP for the current program year and will be posted to ODP within three months after the end of the program year.",2026-01-30T19:19:52.000Z,2026-01-30T20:48:36.000Z,,https://data.texas.gov/d/tbs7-dnx4,"""2024-2025""",True,,"ceid, programyear",False,False,False,False
tdkw-uicu,Summer Meal Programs - All Summer Sites - Contact and Program Participation Information - Program Period 2026,"<b>This data is intended for reporting purposes only.</b>
Please visit <b> <a href=https://squaremeals.org/Programs/Summer-Meal-Programs/Summer-Meal-Site-Map target=""_blank"">SummerFood.org</a> </b>to find an open summer meal site near you or <b>dial 2-1-1 </b>to speak to an operator regarding food assistance.

<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b>
<p",2026-04-30T16:24:26.000Z,2026-05-16T14:00:23.000Z,,https://data.texas.gov/d/tdkw-uicu,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program, sitetype, mealtypesserved, operationstartdate, operationenddate, breakfasttime, lunchtime",False,False,True,False
temp-7qi5,Summer Meal Programs - Seamless Summer Option (SSO) - Contacts and Program Participation - Oct 2020 - Sep 2021,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains <b> contact and program participation information for all sites approved by TDA to operate the Seamless Summer Options (SSO) between October 2020 and September 2021. </b>Traditional summer meal programs operate mid-May through the end of August.<p>

In March",2021-10-06T18:30:10.000Z,2022-06-29T18:47:31.000Z,,https://data.texas.gov/d/temp-7qi5,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, sitetype, mealtypesserved, breakfasttime, lunchtime",False,False,True,False
ti35-mz6c,Summer Meal Programs - Seamless Summer Option (SSO) – Meal Reimbursements - Program Year 2021-2022,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>

<b>Note: Published PY22 SSO reimbursement values do not reflect reimbursement rates allowed by USDA Waiver #86 which allows SFSP rates for schools operating SSO during the 2021-2022 school year. </b> For more information, please visit our  <b><a href=http://www.SquareMeals.org/PublicResources.aspx target=""""_b",2021-10-26T19:39:41.000Z,2023-06-23T14:28:04.000Z,,https://data.texas.gov/d/ti35-mz6c,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, reporttype",False,False,False,False
tir8-m95i,Child and Adult Care Food Programs (CACFP) – Adult Day Care – Meal Reimbursement – Program Year 2023 - 2024,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2023 - 2024.</b> The CACFP program year begins October 1 and ends September 30. <p>

<b> This dataset only includes claims s",2023-10-31T20:36:11.000Z,2025-04-02T13:52:27.000Z,,https://data.texas.gov/d/tir8-m95i,"""2023-2024"", ""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
tnbd-fazt,2025-2026 CACFP Centers - At-Risk Site List,,2025-10-27T16:16:31.000Z,2026-05-16T14:10:20.000Z,,https://data.texas.gov/d/tnbd-fazt,"""2025-2026"", ""Contact and Program Participation"", ""Meal Service Type""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
tnfv-mkuk,2023-2024 Monthly CACFP Day Care Home Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Day Care Homes for the program year 2023-2024.</b> The CACFP program year begins October 1 and ends September 30. <p>


<b> This dataset only includes claims submit",2023-11-06T18:52:30.000Z,2025-04-02T16:14:46.000Z,,https://data.texas.gov/d/tnfv-mkuk,"""2023-2024"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
tnh8-95qi,Child and Adult Care Food Programs (CACFP) – Adult Day Care Centers – Meal Reimbursement – Program Year 2018-2019,"<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2018-2019.</b> The CACFP program year begins October 1 and ends September 30. <p>

<b> This dataset only includes claims submitted by CACFP sites participating as Adult Day Care centers.</b> Sites can participate in multiple CACFP sub-programs. For reimbursement data on CACFP participants operating as Day Care Homes, Child Care Cente",2019-01-25T18:20:47.000Z,2023-05-09T14:35:42.000Z,,https://data.texas.gov/d/tnh8-95qi,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
tpyu-226h,2025-2026 CACFP Day Care Home Sponsor List,CEs approved to sponsor CACFP Day Care Homes in the 2025-2026 program year.,2025-09-28T17:25:42.000Z,2026-05-15T14:00:10.000Z,,https://data.texas.gov/d/tpyu-226h,"""2025-2026""",True,,"ceid, programyear, reporttype",False,False,False,False
tr5y-9ezm,2024-2025 CACFP Center Sites Approved,"Count of meal sites approved to participate as a CACFP center for 2024-2025. CACFP Centers include Adult Day Care, Child Care Centers, At-Risk sites, Head Start sites, Emergency Shelters, and sites providing meals Outside School Hours. May include sites that cancelled participation after initial approval. Site count is based on CE's Application Effective Date for program year.",2024-08-12T20:36:36.000Z,2024-08-12T20:42:51.000Z,,https://data.texas.gov/d/tr5y-9ezm,"""2024-2025""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
trqb-ssnn,Institutional Medical Billing Services (SV2) Detail Information - Historical,"The Texas Department of Insurance, Division of Workers’ Compensation (DWC) maintains a database of institutional medical billing services (SV2). It contains charges, payments, and treatments billed on a CMS-1450 form (UB-92, UB-04) by hospitals and medical facilities that treat injured employees, excluding ambulatory surgical centers, with dates of service more than five years going back to 2010. For datasets from the past five years, see <a href=""https://data.texas.gov/dataset/Institutional-Med",2021-10-19T14:59:22.000Z,2024-06-07T15:48:10.000Z,,https://data.texas.gov/d/trqb-ssnn,"""rural""",True,,,False,False,False,False
tsj3-d5bi,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Site-Level Contact and Program Participation – Program Year 2023-2024,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2023-2024.</b> Contracting Entity (CE) sponsors can participate",2023-09-13T15:39:16.000Z,2025-04-24T13:46:48.000Z,,https://data.texas.gov/d/tsj3-d5bi,"""2023-2024"", ""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
tuuc-49gz,Institutional Medical Billing Services (SV2) Detail Information,"The Texas Department of Insurance, Division of Workers’ Compensation (DWC) maintains a database of institutional medical billing services (SV2). It contains charges, payments, and treatments billed on a CMS-1450 form (UB-92, UB-04) by hospitals and medical facilities that treat injured employees, excluding ambulatory surgical centers, with dates of service for the last five years. For datasets going back to 2010, see <a href=""https://data.texas.gov/dataset/Institutional-Medical-Billing-Services-",2021-11-08T17:34:33.000Z,2026-05-13T12:55:37.000Z,,https://data.texas.gov/d/tuuc-49gz,"""rural""",True,,,False,False,False,False
tyn5-awvy,Summer Meal Programs - Summer Food Service Program (SFSP) - Meal Count Information - Program Period 2019,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains <b> claimed meals served by meal sites participating in the Summer Food Service Program (SFSP) for summer 2019 (SNP program year 2018-2019).</b> Summer meal programs operate mid-May through the end of August.<p> 

<b>This dataset contains site-level claimed ",2019-07-09T20:25:48.000Z,2021-10-22T13:33:36.000Z,,https://data.texas.gov/d/tyn5-awvy,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites"", ""rural""",True,,"ceid, siteid, programyear, reporttype, ruralorurbancode",False,True,False,False
tzgw-cieh,2024-2025 CACFP Adult Care Meals and Snacks,"Total breakfast, lunches, and snacks served through CACFP at Adult Care Centers for program year 2024-2025. Meal counts are based on approved claims submitted for meal reimbursement",2024-12-26T23:47:49.000Z,2025-03-13T16:34:56.000Z,,https://data.texas.gov/d/tzgw-cieh,"""2024-2025""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
u3xf-ey9y,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Site-Level Contact and Program Participation – Program Year 2015-2016,"<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2015-2016.</b> Contracting Entity (CE) sponsors can participate in more than one CACFP program. The CACFP program year begins October 1 and ends September 30.<p>

This dataset only includes information for Texas Day Care Home providers participating in CACFP.  <b>For data o",2018-12-04T15:13:31.000Z,2025-04-24T17:58:48.000Z,,https://data.texas.gov/d/u3xf-ey9y,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
